Player,Team,Age,Age_Decimal,Position,Matches,RatingPoints_Avg,Supercoach_Avg,DreamTeamPoints_Avg,CoachesVotes_Total,CoachesVotes_Avg,CoachesVotes_MatchesPolled,BnFVotes_Total,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,KickingEfficiency,HandballEfficiency,DisposalRetentionPercentage,KicksIntoF50,KickIntoF50RetentionPercentage,KickPercentage,Inside50s,Rebound50s,Clangers,DisposalsPerClanger,Turnovers,DisposalsPerTurnover,MetresGained,MetresGainedPerDisposal,AssistedMetresGained,NetMetresGained,KickMetresGained,RetainedMetresGained,KickMetresGainedPerKick,HandballMetresGained,HandballMetresGainedPerHandball,xThreatPerKick,ThreatRating,xRetainPerKick,RetentionRating,ContestedPossessions,UncontestedPossessions,TotalPossessions,ContestedPossessionRate,Intercepts,GroundBallGets,GroundBallGetsForward50,HardBallGets,LooseBallGets,PostClearanceContestedPossessions,PostClearanceGroundBallGets,GathersFromHitout,CrumbingPossessions,HandballReceives,AverageFieldPosition,Defensive50Possessions,DefensiveMidfieldPossessions,AttackingMidfieldPossessions,Forward50Possessions,CentreBounceAttendances,CentreBounceAttendancePercentage,CentreClearances,CentreClearanceRate,StoppageClearances,TotalClearances,FirstPossessions,FirstPossessionToClearance,Marks,ContestedMarks,MarksInside50,InterceptMarks,MarksOnLead,FreesFor,FreesAgainst,FreesDiff,RuckContests,RuckContestPercentage,Hitouts,HitoutsWinPercentage,HitoutsToAdvantage,HitoutsToAdvantagePercentage,RuckHardBallGets,HitoutToFirstPossession,HitoutToClearance,Tackles,TacklesInside50,ContestDefensiveOneOnOnes,ContestDefensiveLossPercentage,ContestOffensiveOneOnOnes,ContestOffensiveWinPercentage,Goals_Total,Goals_Avg,Behinds,ShotsAtGoal,GoalAssists,ScoreAssists,ScoreboardImpact,GoalAccuracy,ScoreInvolvements,ScoreInvolvementPercentage,ScoreLaunches,xScoreShots,xScorePerShot,xScoreRatingPerShot,xScoreShots_Set,xScorePerShot_Set,xScoreRatingPerShot_Set,xScoreShots_General,xScorePerShot_General,xScoreRatingPerShot_General,KickIns,KickInPercentage,KickInsPlayOnPercentage,Bounces,OnePercenters,PressureActs,PressureActsDefensiveHalf,Spoils
Josh Treacy,Fremantle,23,23.4,Key Forward,24,10.733,78.417,63.833,35,1.458,8,4,91,7.75,3.75,11.5,71.739,65.591,84.444,65.693,2.417,43.103,67.391,2.75,0.25,2.333,4.929,2.875,4,265.833,23.116,74.252,340.085,282.21,136.395,36.611,4.226,1.127,28.231,-1.038,49.233,-4.496,5.458,6.333,11.792,46.29,1.167,2.542,1.25,0.625,1.917,5.458,2.542,0,0.792,2.292,26.592,0.333,2.708,4.167,4.583,0.083,0.304,0,0,0,0,0,,5,1.833,1.875,0.25,1.625,0.958,0.833,0.125,0.75,0.776,0.542,72.222,0.167,30.769,0,38.462,38.462,1.833,1,0.042,0,2.958,33.803,44,1.833,0.75,2.75,0.5,0.917,15.167,66.667,5.458,23.519,0.333,66,3.492,0.78,51,3.617,0.559,15,3.067,1.533,0,0,,0.125,1.958,10.583,2.083,1.458
Nathan O'Driscoll,Fremantle,23,23.62,Midfielder,14,6.364,63.143,62.714,0,0,0,0,78.571,8.714,7.143,15.857,64.865,54.918,77,65.158,2.5,48.571,54.955,2.857,1.714,2.571,6.167,3,5.286,271.286,17.108,148.081,419.366,249.257,129.483,29.08,13.849,1.939,25.387,0.826,50.18,-4.548,5.429,10.571,16,33.929,2.571,4.357,0.429,1.214,3.143,3.286,2.786,0.429,1.143,6.643,-2.786,2.429,6.143,5.929,1.5,2.357,8.549,0.143,6.061,1.5,1.643,1.643,82.609,3,0.071,0.071,0.357,0.214,0.643,0.643,0,0,0,0,,0,,0,,,3.214,0.357,0.071,100,0.071,0,3,0.214,0.429,0.857,0.286,0.571,3.714,25,3.5,15.265,0.643,12,3.238,-1.238,4,4.132,-1.882,8,2.79,-0.915,0,0,,0.143,1.214,12.929,6.857,0.571
Heath Chapman,Fremantle,23,23.91,Gen. Defender,23,6.317,61.739,53.87,5,0.217,3,0,79.478,8.304,4.522,12.826,78.983,75.393,85.577,69.153,1.522,37.143,64.746,1.609,2.826,1.826,7.024,2.739,4.683,261.609,20.397,159.255,420.864,244.289,132.748,29.417,10.857,2.424,20.453,-0.123,57.661,-2.166,3.522,9.13,12.652,27.835,3.87,2.478,0,0.696,1.783,3,2.087,0.087,0.304,4.913,-30.797,5.348,4.478,2.739,0.087,0,0,0.087,,0.261,0.348,0.304,71.429,4.348,0.391,0,1,0.043,0.652,0.826,-0.174,0,0,0,,0,,0,,,2.174,0.043,0.87,35,0,,0,0,0,0.043,0.13,0.391,1.043,0,2.478,10.755,1,1,2.959,-2.959,0,,,1,2.959,-2.959,0.217,2.242,60,0.043,2.696,9.087,6.478,2.217
Matthew Johnson,Fremantle,22,22.79,Midfielder,18,8.828,72.778,70.5,5,0.278,2,0,77.889,8.889,9.889,18.778,68.935,59.375,77.528,65.875,2.556,32.609,47.337,3.111,1.056,3.444,5.452,3.722,5.045,304.667,16.225,196.999,501.666,258.263,116.837,29.422,22.139,2.239,25.768,-6.071,53.331,-5.604,6.722,12.167,18.889,35.588,2.5,4.778,0.389,1.222,3.556,2.778,2.444,1.167,0.611,7.444,-7.547,2.944,7.944,6.667,1.333,6.556,24.481,0.5,7.627,2.5,3,3.333,71.667,4.111,0.056,0.111,0.444,0.167,1,1.167,-0.167,0,0,0,,0,,0,,,3.278,0.056,0.167,100,0.111,50,2,0.111,0.444,0.667,0.389,0.833,3.889,16.667,3.889,17.073,1.222,12,2.625,-0.959,3,2.511,-2.178,9,2.663,-0.552,0,0,,0.611,1.278,16.111,8,0.5
Jye Amiss,Fremantle,22,22.41,Key Forward,24,4.612,47.458,40.083,2,0.083,1,0,84.833,4.708,2.417,7.125,66.082,57.522,82.759,67.251,0.542,46.154,66.082,0.875,0.208,1.583,4.5,1.5,4.75,103.917,14.585,55.396,159.312,124.642,57.473,26.709,2.611,1.099,29.783,4.832,63.801,-2.262,3.083,4.25,7.333,42.045,0.333,1.417,0.833,0.375,1.042,2.875,1.333,0.042,0.458,1,36.866,0.208,1.458,1.667,4,0,0,0.042,,0.125,0.167,0.083,100,3.417,0.75,1.792,0.083,1.208,0.75,0.792,-0.042,0,0,0,,0,,0,,,0.958,0.625,0.042,0,2.25,22.222,32,1.333,0.667,2.5,0.375,0.625,11.167,53.333,3.667,15.799,0.125,60,3.618,-0.151,47,3.725,-0.151,13,3.229,-0.152,0,0,,0,1.25,4.583,0.708,1.083
Joshua Draper,Fremantle,21,21.89,Key Defender,11,5.355,47.545,31.455,0,0,0,0,81.273,4.364,3.455,7.818,83.721,81.25,86.842,75.581,0.364,50,55.814,0.364,1.545,1.909,4.095,1.364,5.733,103.727,13.267,67.485,171.212,100.069,52.551,22.933,6.254,1.81,16.903,-10.52,66.414,-8.967,3.727,4.273,8,46.591,3.273,2.818,0,0.455,2.364,3.182,2.455,0.182,0.818,1.818,-39.15,4.455,2.182,1.364,0,0.455,1.678,0,0,0.364,0.364,0.364,50,2.455,0.182,0,0.364,0,0.455,1.273,-0.818,1.364,1.446,0.545,40,0.273,50,0,50,0,1.727,0.091,1.455,37.5,0,,0,0,0,0,0.091,0.091,0.545,,0.636,2.834,0.273,0,,,0,,,0,,,0,0,,0.091,4.182,6.455,4.818,3.727
Karl Worner,Fremantle,23,23.54,Gen. Defender,23,5.357,58.478,55.304,0,0,0,0,77.043,7.783,5.957,13.739,80.063,76.536,84.672,72.152,0.783,33.333,56.646,0.913,2.739,1.696,8.103,2.478,5.544,227.783,16.579,153.001,380.783,212.141,116.672,27.412,9.48,1.591,19.492,-1.257,59.434,0.566,3.217,9.87,13.087,24.585,4,2.348,0.043,0.609,1.739,2.609,1.87,0.087,0.696,5.261,-29.85,5.087,5.435,2.435,0.13,0,0,0.043,,0.304,0.348,0.348,62.5,4.087,0.348,0.043,1.261,0.043,0.522,0.478,0.043,0,0,0,,0,,0,,,2.13,0,0.609,35.714,0,,0,0,0.174,0.217,0.043,0.087,0.478,0,2.217,9.497,0.739,5,3.338,-2.538,3,3.814,-2.814,2,2.624,-2.124,0.652,6.818,100,0.174,2.652,7.696,6.043,2.391
Liam Reidy,Fremantle,25,25.54,Ruck,1,1,34,37,0,0,0,0,75,4,2,6,50,50,50,66.667,1,100,66.667,1,0,3,2,0,,80,13.333,62.55,142.55,88.51,59.01,22.127,4.81,2.405,32.085,17.915,60.04,-10.04,2,4,6,33.333,1,1,0,0,1,1,1,0,1,2,27.197,0,1,3,2,12,35.294,0,0,1,1,1,100,1,0,0,0,0,1,3,-2,39,36.792,18,46.154,4,22.222,0,44.444,38.889,2,0,0,,1,100,0,0,0,0,1,1,6,,3,15.789,1,0,,,0,,,0,,,0,0,,0,2,10,5,2
Murphy Reid,Fremantle,19,19.42,Gen. Forward,24,9.308,68.75,55.958,15,0.625,2,1,79.292,7.833,6.625,14.458,67.435,62.234,73.585,68.012,2.625,66.667,54.179,3.208,0.167,2.167,6.673,2.708,5.338,215.875,14.931,160.565,376.44,212.71,122.67,27.154,-2.277,-0.344,33.351,9.617,49.926,14.137,5.708,8.667,14.375,39.71,1.167,4.708,1.667,1.5,3.208,4.208,3.625,0.292,1.833,5.542,22.583,0.458,2.792,6.792,4.333,0.208,0.761,0.167,80,0.833,1,0.875,66.667,2.042,0.083,0.625,0.042,0.458,0.625,0.792,-0.167,0,0,0,,0,,0,,,1.958,0.792,0.042,0,0.667,31.25,25,1.042,0.75,2.208,0.875,1.583,12.958,47.17,5.5,23.698,0.458,53,3.132,0.038,20,3.611,-0.561,33,2.841,0.401,0,0,,0.292,0.708,11.875,2.542,0.417
Jaeger O'Meara,Fremantle,31,31.85,Midfielder,14,8.293,65.286,61.143,6,0.429,2,1,73.786,7.571,9.786,17.357,70.37,55.66,81.752,66.255,2.214,38.71,43.621,2.429,0.786,3.571,4.86,3.786,4.585,231.143,13.317,208.601,439.744,219.057,90.049,29.208,7.028,0.718,24.788,-7.946,51.142,-11.142,7.429,10.786,18.214,40.784,2.857,5.429,0.571,1.214,4.214,2.929,2.286,1.214,0.929,7.5,-9.532,3,7.929,5.929,1.357,8.429,29.353,0.786,9.322,2.357,3.143,3.071,72.093,2.571,0.071,0.071,0.286,0.214,0.643,1.5,-0.857,0,0,0,,0,,0,,,3.5,0.214,0.214,33.333,0,,2,0.143,0.143,0.429,0.286,0.5,2.929,33.333,3.571,15.528,1.214,6,2.768,-0.434,2,2.644,0.356,4,2.829,-0.829,0,0,,0.214,0.857,13.786,8.571,0.5
Alex Pearce,Fremantle,30,30.56,Key Defender,16,10.081,70,47,13,0.812,4,2,90.438,6.312,4.75,11.062,86.441,87.129,85.526,78.531,0.438,57.143,57.062,0.562,2.062,1.812,6.103,1.75,6.321,152.125,13.751,166.025,318.15,149.137,85.762,23.626,14.537,3.06,18.048,3.229,67.907,-0.886,5.75,5.562,11.312,50.829,7.125,3.188,0,1,2.188,5.438,2.938,0,0.688,1.625,-33.005,5.375,3.5,2.312,0.125,0,0,0,,0.25,0.25,0.062,100,4.938,1.438,0.125,2.812,0.062,1.188,1.312,-0.125,0,0,0,,0,,0,,,1.25,0,2.562,36.585,0.125,100,4,0.25,0,0.25,0.062,0.125,1.938,100,2.438,10.456,1.438,4,3.276,2.724,3,3.342,2.658,1,3.075,2.925,0,0,,0.188,4.438,6,5.125,3.812
Sam Switkowski,Fremantle,29,29.11,Gen. Forward,17,10.482,67,55.118,12,0.706,2,0,73.882,5.647,7.294,12.941,78.636,60.417,92.742,84.475,1.647,82.143,43.636,2.706,0.235,1,12.941,1,12.941,174.353,13.473,206.095,380.448,136.056,125.496,24.347,18.474,2.533,33.404,12.627,53.743,12.924,4.706,7.824,12.529,37.559,1.706,3.294,1.176,0.647,2.647,3.235,2.471,0.412,0.941,4.941,18.465,0.294,3.059,6.059,3.118,0.059,0.213,0.353,100,0.882,1.235,1.118,73.684,2.529,0.118,0.235,0.235,0.471,0.765,0.471,0.294,0,0,0,,0,,0,,,3.118,0.765,0,,0.353,16.667,11,0.647,0.294,1.176,1.059,1.824,11.294,55,5.706,24.745,0.882,20,3.26,0.29,7,3.568,0.861,13,3.094,-0.017,0,0,,0.471,1,15.882,4.765,0.353
Corey Wagner,Fremantle,28,28.77,Midfielder,17,8.671,70.941,64.235,0,0,0,0,71.765,9.471,5.118,14.588,76.613,70.186,88.506,68.293,2.471,50,64.919,2.882,2.412,1.706,8.552,2.471,5.905,321.647,22.048,154.306,475.954,306.681,170.014,32.585,3.192,0.624,22.715,2.451,47.692,-1.996,4.941,9.824,14.765,33.466,2.471,3.706,0.294,0.824,2.882,3.059,2.588,0.412,1.059,6.353,-15.384,3.882,5.294,4.941,0.647,4.588,17.295,0.471,10.256,1.176,1.647,1.235,90.476,2.647,0.059,0.059,0.176,0,0.647,0.588,0.059,0,0,0,,0,,0,,,4.412,0.706,0.353,66.667,0,,3,0.176,0.059,0.294,0.471,0.765,4.235,60,3.412,15.676,0.529,5,2.976,0.824,1,3.266,2.734,4,2.903,0.347,0.235,2.247,100,0.176,1,14,8,0.353
Brennan Cox,Fremantle,27,27.38,Key Defender,24,7.975,58.75,44.042,6,0.25,3,0,84.792,6.583,3.958,10.542,81.818,80.38,84.211,74.104,0.125,33.333,62.451,0.125,2.25,2.292,4.6,1.667,6.325,140.25,13.304,131.838,272.088,136.625,66.382,21.292,5.764,1.456,14.946,-4.208,66.983,0.802,4.208,6.458,10.667,39.453,5.375,2.458,0,0.625,1.833,4.042,2.333,0,0.75,2.208,-41.931,5.875,3.542,1.208,0.042,0,0,0,,0.125,0.125,0.042,100,4.75,1.042,0.042,2,0.042,0.667,1.208,-0.542,0,0,0,,0,,0,,,1.208,0.042,2.25,27.778,0.292,57.143,1,0.042,0,0.042,0,0,0.25,100,1.208,5.206,0.792,1,4.87,1.13,1,4.87,1.13,0,,,0.167,1.717,100,0,6.958,4.583,3.417,6.5
Bailey Banfield,Fremantle,27,27.84,Gen. Defender,21,6.957,59.286,52.905,0,0,0,0,72.476,8.19,5.048,13.238,73.381,66.279,84.906,66.547,1.143,50,61.871,1.381,2.095,2.333,5.673,3.286,4.029,217.524,16.432,151.841,369.365,210.54,100.071,25.856,-1.853,-0.371,20.777,-0.132,54.297,-0.748,4.667,8.667,13.333,35,3.524,3.524,0.381,0.714,2.81,3.571,2.762,0.048,1.286,5,-17.311,3.905,5.286,2.762,1.381,0.048,0.173,0.048,100,0.667,0.714,0.571,66.667,3.19,0.095,0.095,0.476,0,0.714,0.619,0.095,0,0,0,,0,,0,,,2.143,0.143,0.333,14.286,0.048,100,4,0.19,0.095,0.476,0.238,0.524,2.952,40,2.714,11.377,0.476,10,3.046,-0.446,2,2.972,0.028,8,3.065,-0.565,0,0,,0.381,2.238,10.571,6.143,1.571
Luke Ryan,Fremantle,29,29.89,Gen. Defender,24,8.617,94.083,82.25,11,0.458,4,2,91.042,16,4.75,20.75,85.944,85.938,85.965,73.843,0.625,46.667,77.108,0.708,6.75,1.875,11.067,3.542,5.859,444.375,21.416,274.088,718.463,444.22,243.71,27.764,4.128,0.877,14.792,-1.119,64.142,-0.335,4.042,10.958,15,26.944,5.667,2.75,0,0.5,2.25,3.75,2.583,0.125,0.792,4.417,-39.127,7.458,5.417,2.083,0.042,0,0,0.042,,0.208,0.25,0.167,75,6.083,0.333,0,1.458,0.042,0.75,0.75,0,0,0,0,,0,,0,,,2,0,1.875,26.667,0.042,0,0,0,0,0.042,0.042,0.042,0.25,0,2.5,10.772,1.583,1,2.527,-2.527,0,,,1,2.527,-2.527,5.75,59.227,97.826,0.125,4,7.458,6.125,3.375
Michael Frederick,Fremantle,25,25.62,Gen. Forward,24,7.304,58.583,57.292,13,0.542,5,0,81.083,7.375,3.958,11.333,64.338,58.192,75.789,62.731,1.917,47.826,65.074,2.875,0.417,2,5.667,2.333,4.857,230.5,20.338,111.293,341.793,225.27,113.447,30.719,-0.051,-0.013,28.957,5.623,50.875,7.069,3.625,7.75,11.375,31.868,1.25,2.708,0.958,0.292,2.417,3,2.333,0.042,1.125,3.708,18.608,0.833,3,3.917,3.625,0,0,0.083,,0.375,0.458,0.208,60,3.375,0.208,0.833,0.125,0.542,0.542,0.417,0.125,0,0,0,,0,,0,,,2.333,0.75,0.042,0,0.375,22.222,30,1.25,1,2.625,0.708,0.958,13,47.619,4.833,20.826,0.5,63,3.123,0.115,27,3.213,0.231,36,3.055,0.028,0,0,,0.25,0.75,12.375,4.292,0.542
Jack Henry,Geelong,27,27.33,Key Defender,21,8.319,67.952,57.571,5,0.238,2,0,83.429,9.905,2.381,12.286,81.395,82.692,76,74.806,0.571,33.333,80.62,0.619,2.905,1.762,6.973,1.952,6.293,172.476,14.039,164.804,337.28,172.055,79.822,17.371,5.801,2.436,15.798,4.399,72.052,2.332,4.714,7.095,11.81,39.919,6.762,2.619,0,0.762,1.857,4.524,2.429,0,0.619,1.476,-43.505,6.81,3.667,1.286,0.048,0,0,0,,0.143,0.143,0.048,100,6.476,1.333,0.048,2.905,0.095,0.762,0.333,0.429,0,0,0,,0,,0,,,0.952,0,2.333,30.612,0,,0,0,0.095,0.095,0,0.048,0.143,0,2,7,1.19,2,2.437,-1.437,2,2.437,-1.437,0,,,0.048,0.524,0,0.048,3.81,4.667,3.81,3.333
Zach Guthrie,Geelong,27,27.5,Gen. Defender,26,8.708,80.846,75.038,14,0.538,3,1,82.654,12.5,4.962,17.462,81.718,80.615,84.496,73.289,1.769,47.826,71.586,2,3.731,1.923,9.08,2.962,5.896,326.269,18.685,224.269,550.538,299.103,166.979,24.076,11.773,2.373,19.228,3.557,62.507,1.733,4.654,11.346,16,29.087,5.385,3.038,0.038,0.692,2.346,4.269,2.692,0.038,0.731,4.577,-26.59,5.423,6.808,3.577,0.192,0,0,0,,0.308,0.308,0.192,60,6.5,0.615,0.077,1.769,0.231,0.769,0.423,0.346,0,0,0,,0,,0,,,2.077,0.038,1.154,23.333,0.038,100,1,0.038,0.077,0.115,0.115,0.423,1.308,33.333,3.462,12.38,1.115,3,3.507,-0.84,3,3.507,-0.84,0,,,2.154,22.672,80.357,0.192,2.654,11.346,8.269,2.231
Gryan Miers,Geelong,26,26.75,Gen. Forward,24,12.771,94.667,92.833,32,1.333,9,8,81.625,14.708,7.542,22.25,75.468,71.671,82.873,76.735,3.083,58.108,66.105,3.458,2.25,2.375,9.368,3,7.417,352.208,15.83,301.942,654.15,313.917,231.125,21.343,11.522,1.536,27.175,6.793,61.057,10.054,5.375,16.917,22.292,24.112,2.583,4.417,0.875,0.75,3.667,3.25,2.792,0.167,0.792,9.292,1.207,2.917,7.917,8.292,3.167,4.042,13.343,0.375,9.278,1.125,1.5,1.458,82.857,5.667,0,0.375,0.25,0.333,0.792,0.292,0.5,0,0,0,,0,,0,,,3.167,0.542,0.208,60,0,,14,0.583,0.542,1.208,0.833,1.542,9.75,48.276,6.958,24.344,1.292,29,2.818,0.527,10,3.229,0.171,19,2.602,0.714,0,0,,0.5,0.417,18.625,7.625,0.167
Bailey Smith,Geelong,25,25.06,Midfielder,23,15.213,116.391,115.043,109,4.739,16,29,83.13,19.739,11.565,31.304,63.889,55.947,77.444,62.448,5.957,50.365,63.056,6.435,2.696,5.174,6.05,6.043,5.18,630.957,20.156,286.797,917.754,570.4,319.525,29.219,7.612,0.658,24.734,1.662,48.037,-0.067,10.913,19.696,30.609,35.653,2.478,8.696,1.043,2.957,5.739,3.217,2.913,1.348,1.174,13.609,-4.934,4.522,12.652,10.913,2.522,21.522,70.113,2.652,12.323,3.043,5.696,6.826,69.427,4.826,0,0.13,0.217,0.739,0.696,1.565,-0.87,0.087,0.087,0,0,0,,0,,,4.957,0.739,0,,0,,8,0.348,0.304,0.826,0.826,1.478,8,42.105,7.348,25.96,1.261,19,2.746,0.149,3,3.314,-0.981,16,2.639,0.361,0.043,0.448,100,0.348,1.043,19.522,10.043,0.13
Mark O'Connor,Geelong,28,28.95,Gen. Defender,25,6.668,64.32,60.48,9,0.36,3,0,80.2,8.96,4.88,13.84,82.948,78.125,91.803,76.232,1.56,51.282,64.74,1.8,1.64,2.12,6.528,2.16,6.407,226.48,16.364,167.913,394.393,222.713,121.042,24.856,2.824,0.579,20.757,6.003,62.017,0.425,4.4,9.56,13.96,31.519,3.72,3,0.28,0.6,2.4,3.4,2.36,0.16,0.88,3.92,-22.018,4.64,5.36,3.52,0.44,1.56,5.138,0.08,5.128,0.84,0.92,0.64,87.5,5.04,0.32,0.16,0.96,0.08,1,1.08,-0.08,0,0,0,,0,,0,,,2.64,0.24,0.6,20,0.04,0,1,0.04,0.16,0.2,0.32,0.48,2.48,20,3.08,11.095,0.8,5,3.331,-1.331,4,3.484,-1.234,1,2.718,-1.718,0.16,1.688,50,0.08,1.44,9.36,6.28,1.12
Sam De Koning,Geelong,24,24.84,Key Defender,23,8.917,66.826,56.261,6,0.261,2,2,82.783,7.348,6.087,13.435,79.935,78.107,82.143,76.699,1.391,53.125,54.693,1.696,2.087,2.13,6.306,2.304,5.83,188.957,14.065,159.205,348.161,167.733,108.012,22.828,13.015,2.138,20.949,-1.694,63.402,-0.669,5.565,7.739,13.304,41.83,5.478,3.87,0.087,0.696,3.174,4.435,3.174,0.043,1.174,2.826,-29.015,5.565,4.391,3.087,0.261,3.913,12.894,0.304,7.778,0.522,0.826,0.739,52.941,5,0.696,0.087,1.87,0.043,0.826,0.739,0.087,10.087,9.806,3.609,35.776,0.609,16.867,0.261,36.145,34.94,1,0,2.13,18.367,0.043,100,3,0.13,0.043,0.217,0.087,0.261,1.522,60,2.609,9.202,1.348,5,3.347,0.453,2,4.174,-0.674,3,2.796,1.204,0,0,,0,4.87,5.957,4.261,4.652
Oliver Henry,Geelong,23,23.42,Key Forward,15,6.167,42.133,41,0,0,0,0,71.067,5.333,2.467,7.8,60.684,56.25,70.27,61.538,1.333,40,68.376,1.467,0.133,2,3.9,1.867,4.179,145.4,18.641,67.064,212.464,146.215,74.674,27.415,3.064,1.242,31.903,6.395,48.418,11.157,3.6,4.067,7.667,46.957,0.733,2.2,1.2,0.667,1.533,3,1.867,0.067,0.667,1.733,34.563,0.133,1.267,2.667,3.6,0,0,0,,0.333,0.333,0.467,71.429,2.4,0.6,0.8,0,0.2,0.667,0.333,0.333,0,0,0,,0,,0,,,1.8,1.067,0,,1.533,21.739,14,0.933,0.4,1.733,0.667,1,10.333,53.846,3.667,14.139,0.467,26,3.485,-0.024,17,3.993,-0.522,9,2.527,0.918,0,0,,0.067,1,9.667,2,0.667
Lawson Humphries,Geelong,22,22.68,Gen. Defender,25,8.532,73.44,69.64,0,0,0,0,83.52,12.4,3.76,16.16,77.723,76.452,81.915,74.69,1.8,62.222,76.733,1.96,4.08,1.56,10.359,2.36,6.847,333,20.606,187.445,520.445,304.972,222.261,24.916,11.486,3.088,19.632,4.506,61.038,7.928,3.36,10.68,14.04,23.932,3.76,2.4,0.04,0.48,1.92,3.04,2.12,0.04,0.84,4.68,-23.187,5.04,5,3.56,0.44,0.12,0.399,0.12,100,0.2,0.32,0.16,75,5.36,0.24,0.08,1,0.24,0.64,0.28,0.36,0,0,0,,0,,0,,,2,0.28,0.6,26.667,0.04,0,4,0.16,0.08,0.28,0.36,0.68,3.52,57.143,3.56,12.787,0.84,7,2.778,0.936,3,3.119,0.881,4,2.522,0.977,2.88,30.252,69.444,0.92,1.84,9.96,7.12,1.6
Max Holmes,Geelong,23,23.33,Midfielder,26,15.827,112.423,102.692,88,3.385,15,18,80.423,16.769,10.115,26.885,68.67,63.991,76.426,64.327,5.192,42.222,62.375,6.115,3.846,4.077,6.594,5.423,4.957,626.577,23.306,252.637,879.214,531.224,308.969,31.751,25.388,2.51,23.637,1.957,50.621,0.038,10.154,15.5,25.654,39.58,4,8.462,0.269,2.077,6.423,4.115,3.5,0.654,1.269,8.731,-8.576,4.5,10.846,9.115,1.192,20,66.242,2.269,11.346,2.346,4.615,4.577,78.151,5.385,0.154,0.385,0.462,0.346,0.769,0.846,-0.077,0,0,0,,0,,0,,,3.538,0.231,0.115,0,0.192,60,14,0.538,0.385,1.269,0.692,1.077,8.154,42.424,6.577,23.521,2.038,33,2.807,0.042,14,2.929,-0.001,19,2.716,0.073,1.115,11.741,86.207,2.769,1,17.231,8.769,0.385
Shannon Neale,Geelong,23,23.43,Key Forward,25,8.636,64.2,57.76,22,0.88,8,2,83.6,5.16,3.2,8.36,74.641,68.217,85,69.856,1.48,48.649,61.722,1.88,0.08,2.32,3.603,2,4.18,153.6,18.373,75.91,229.51,176.254,95.03,34.158,-1.998,-0.624,35.889,9.394,49.443,16.595,4.36,4.4,8.76,49.772,0.76,1.88,0.84,0.4,1.48,3.92,1.68,0,0.56,1.16,33.801,0.08,1.48,3.16,4.04,2.52,8.3,0.04,1.587,0.28,0.32,0.32,75,3.96,1.36,2.28,0.16,0.56,0.84,1.16,-0.32,16.88,16.433,4.32,25.592,1.12,25.926,0.08,43.519,36.111,2.76,1.36,0.08,0,2.36,25.424,44,1.76,0.72,2.72,0.48,0.92,14.6,64.706,5.24,18.876,0.84,68,3.491,0.656,57,3.526,0.755,11,3.313,0.142,0,0,,0.12,1.44,9.6,1.84,0.8
Mitch Knevitt,Geelong,22,22.97,Midfielder,7,6.271,48,51.857,0,0,0,0,52.857,5.286,6.286,11.571,64.198,56.757,70.455,60.494,1.857,30.769,45.679,2.286,0.857,2,5.786,2.143,5.4,194.571,16.815,93.941,288.513,159.53,77.966,30.181,20.856,3.318,24.076,-4.722,52.071,-3.684,5.571,6.286,11.857,46.988,1.286,3.571,0.857,1.286,2.286,2.143,1.286,1.143,0.571,3.857,-0.85,2.714,2.571,4.857,1.714,9.143,30.769,0.571,6.25,1.429,2,2.714,52.632,2.429,0.571,0.143,0.571,0,0.429,0.143,0.286,0,0,0,,0,,0,,,3.714,0.857,0.143,0,0.143,100,1,0.143,0.429,0.571,0.429,0.714,4.143,25,3.143,11.224,0.429,4,2.827,-0.577,1,1.131,-0.131,3,3.392,-0.725,0,0,,0.143,0.571,12.714,5.286,0.143
Jhye Clark,Geelong,21,21.44,Midfielder,10,5.27,36.2,36.4,0,0,0,0,48.9,5.6,3.5,9.1,59.341,58.929,60,58.242,1.3,69.231,61.538,1.5,1.4,1.8,5.056,2.1,4.333,183.6,20.176,62.78,246.38,155.934,99.848,27.845,16.248,4.642,23.811,4.761,49.11,3.951,3.9,5.4,9.3,41.935,1.9,3.1,0.2,0.4,2.7,1.9,1.5,0.3,0.5,3.4,-10.867,1.8,4.1,2.9,0.5,3.2,10.423,0.5,15.625,0.9,1.4,1.4,71.429,1.5,0,0.1,0.3,0.1,0.4,0.1,0.3,0,0,0,,0,,0,,,1.8,0.1,0,,0.1,0,1,0.1,0.2,0.3,0.1,0.5,1.8,33.333,2.5,9.542,1.1,3,3.157,-0.491,1,4.181,1.819,2,2.645,-1.645,0,0,,0,1,10.3,4.1,0.5
